id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
889396,54.0,Female,70916.0,Divorced,1.0,Bachelor's,Employed,6.716198996376106,Rural,Basic,0.0,8.0,618.0,7.0,2022-11-08 15:21:39.264504,Poor,Yes,Rarely,Apartment,284.0
731095,59.0,Male,1035.0,Single,0.0,PhD,Employed,,Rural,Basic,0.0,18.0,,6.0,2023-04-19 15:21:39.191219,Good,No,Weekly,House,831.0
1017341,33.0,Male,39377.0,Divorced,0.0,PhD,Unemployed,17.627620674350478,Suburban,Basic,1.0,12.0,543.0,2.0,2020-06-17 15:21:39.155231,Good,Yes,Weekly,House,1242.0
1071280,47.0,Female,29221.0,Divorced,2.0,High School,,13.92725402678177,Rural,Premium,3.0,0.0,437.0,5.0,2020-01-13 15:21:39.134960,Poor,No,Monthly,House,1419.0
314499,44.0,Female,29001.0,Divorced,,PhD,,21.58550854841674,Rural,Comprehensive,,5.0,800.0,4.0,2024-03-09 15:21:39.244069,,No,Weekly,House,2058.0
1075830,31.0,Female,18340.0,Single,2.0,Bachelor's,Self-Employed,39.0176296611639,Rural,Premium,2.0,16.0,745.0,6.0,2023-05-17 15:21:39.204201,Poor,Yes,Rarely,Apartment,1733.0
724817,39.0,Female,56511.0,Divorced,0.0,Bachelor's,Unemployed,30.26644371503589,Suburban,Basic,,9.0,705.0,3.0,2020-10-19 15:21:39.102694,Poor,No,Monthly,House,61.0
926044,35.0,Female,12061.0,Married,1.0,High School,Unemployed,12.63952393833046,Suburban,Comprehensive,,18.0,575.0,7.0,2020-03-25 15:21:39.134960,Average,Yes,Monthly,House,478.0
827118,54.0,Female,5551.0,Single,2.0,High School,,17.011180924013484,Suburban,Premium,0.0,13.0,311.0,9.0,2022-07-24 15:21:39.115178,Average,No,Daily,Condo,720.0
337528,52.0,Male,35436.0,Married,0.0,Master's,Employed,33.57313195844067,Urban,Premium,0.0,3.0,591.0,7.0,2021-07-17 15:21:39.204201,Poor,Yes,Daily,Condo,2173.0
352588,50.0,Female,56811.0,Divorced,4.0,High School,,10.938191294705984,Rural,Comprehensive,0.0,4.0,782.0,2.0,2022-08-24 15:21:39.247098,Good,Yes,Weekly,Condo,49.0
1097266,18.0,Female,62673.0,Divorced,2.0,Bachelor's,,34.40657816747012,Urban,Premium,1.0,7.0,456.0,1.0,2019-11-10 15:21:39.192212,Good,Yes,Rarely,Apartment,1341.0
391259,52.0,Female,44165.0,Single,2.0,Bachelor's,Employed,32.69409004212091,Suburban,Premium,1.0,5.0,807.0,2.0,2023-03-05 15:21:39.155231,Average,No,Daily,Condo,1864.0
353295,41.0,Female,,Married,4.0,Master's,Self-Employed,15.077378733708883,Urban,Basic,5.0,14.0,,2.0,2020-02-18 15:21:39.155231,,No,Weekly,Condo,828.0
537329,24.0,Female,45911.0,Divorced,3.0,Bachelor's,Self-Employed,17.49759617082534,Suburban,Comprehensive,2.0,18.0,,1.0,2023-02-16 15:21:39.149731,Good,No,Monthly,Condo,607.0
110549,49.0,Female,735.0,Divorced,2.0,High School,,,Urban,Comprehensive,,7.0,,3.0,2024-07-05 15:21:39.134960,Good,Yes,Daily,House,892.0
808188,47.0,Female,3045.0,Divorced,,PhD,Unemployed,16.83554133366539,Suburban,Comprehensive,0.0,10.0,403.0,3.0,2021-12-18 15:21:39.146733,Poor,No,Daily,Apartment,567.0
19978,29.0,Female,27383.0,Married,4.0,Bachelor's,,26.310853605989383,Suburban,Basic,1.0,10.0,627.0,4.0,2020-01-25 15:21:39.091080,Poor,Yes,Monthly,Apartment,1046.0
854918,29.0,Male,16081.0,Divorced,4.0,PhD,Unemployed,21.35552230448853,Urban,Basic,,6.0,404.0,8.0,2020-02-14 15:21:39.237118,Average,No,Weekly,Apartment,1503.0
1118855,58.0,Male,39336.0,Divorced,3.0,High School,Self-Employed,3.9695183652336894,Urban,Basic,,0.0,779.0,6.0,2022-03-05 15:21:39.165120,Poor,Yes,Daily,Condo,569.0
130023,20.0,Male,35786.0,Divorced,1.0,Master's,Employed,35.32456748151983,Urban,Premium,2.0,19.0,797.0,7.0,2022-02-01 15:21:39.282785,Poor,No,Monthly,Apartment,1127.0
191044,38.0,Female,76494.0,Single,,Bachelor's,Self-Employed,27.077937191080306,Urban,Basic,2.0,8.0,319.0,9.0,2020-10-14 15:21:39.198406,Average,No,Rarely,House,485.0
256176,29.0,Female,72772.0,Single,2.0,High School,,5.396464441518847,Urban,Premium,2.0,10.0,541.0,7.0,2023-09-21 15:21:39.154008,Good,No,Weekly,Apartment,2674.0
371728,36.0,Female,121585.0,Divorced,4.0,Bachelor's,,,Suburban,Comprehensive,1.0,6.0,653.0,5.0,2022-10-16 15:21:39.155231,Good,No,Daily,House,2040.0
1195737,64.0,Male,23982.0,Divorced,0.0,High School,Employed,36.26957710584846,Suburban,Basic,1.0,2.0,799.0,6.0,2022-04-13 15:21:39.155231,Poor,No,Daily,Apartment,830.0
173660,18.0,Male,38193.0,Single,3.0,PhD,Unemployed,37.934683117156354,Urban,Premium,,0.0,516.0,1.0,2021-12-12 15:21:39.279729,Good,Yes,Rarely,Apartment,835.0
789727,48.0,Male,43101.0,Single,2.0,Bachelor's,Employed,8.35861136960208,Urban,Basic,1.0,12.0,544.0,1.0,2023-10-17 15:21:39.172097,Average,No,Monthly,Apartment,3156.0
577234,61.0,Female,568.0,Divorced,1.0,Bachelor's,Self-Employed,49.92690650169367,Suburban,Premium,1.0,6.0,462.0,7.0,2020-03-03 15:21:39.237118,Average,No,Rarely,House,1406.0
858099,20.0,Male,66363.0,Single,0.0,Master's,Self-Employed,18.632192120851688,Urban,Basic,0.0,17.0,815.0,6.0,2020-01-03 15:21:39.092127,Poor,No,Monthly,Apartment,101.0
852978,57.0,Female,40593.0,Married,0.0,High School,Self-Employed,34.03831444136048,Urban,Premium,,9.0,828.0,2.0,2021-12-23 15:21:39.276901,Good,No,Monthly,Apartment,857.0
153270,38.0,Male,10055.0,Single,4.0,High School,Unemployed,13.053490139935512,Urban,Premium,0.0,1.0,,9.0,2024-05-06 15:21:39.188220,Good,Yes,Rarely,Condo,142.0
998325,31.0,Male,9098.0,Married,4.0,Bachelor's,Self-Employed,36.735434197414655,Suburban,Basic,,3.0,709.0,2.0,2022-07-10 15:21:39.155231,Poor,Yes,Daily,House,684.0
616163,51.0,Female,109866.0,Divorced,3.0,High School,Self-Employed,,Rural,Premium,2.0,14.0,705.0,6.0,2021-10-26 15:21:39.218388,Good,No,Daily,House,1242.0
38110,24.0,Female,14079.0,Married,3.0,Master's,,17.29244627365512,Suburban,Premium,,14.0,543.0,6.0,2021-03-10 15:21:39.224915,Poor,No,Monthly,Apartment,860.0
1024431,29.0,Male,91727.0,Married,4.0,High School,,23.91946360346456,Rural,Premium,,8.0,,1.0,2022-05-21 15:21:39.174719,Poor,No,Rarely,Condo,421.0
1188959,50.0,Female,5865.0,Single,3.0,Bachelor's,Unemployed,34.09807027984086,Urban,Premium,,8.0,493.0,7.0,2020-01-29 15:21:39.155231,Average,No,Weekly,House,1319.0
1186929,,Female,5839.0,Single,4.0,Master's,Unemployed,19.82823133674537,Suburban,Premium,1.0,7.0,661.0,6.0,2021-07-19 15:21:39.134960,Poor,Yes,Rarely,Condo,3107.0
354329,19.0,Female,11970.0,Married,1.0,High School,Unemployed,50.07695757114525,Urban,Basic,0.0,15.0,,5.0,2020-07-09 15:21:39.128286,Average,No,Monthly,Apartment,828.0
823234,63.0,Female,18053.0,Single,3.0,Master's,Unemployed,7.227940894166263,Rural,Basic,1.0,10.0,534.0,2.0,2020-09-02 15:21:39.271453,Average,No,Monthly,Condo,607.0
16133,,Female,39649.0,Divorced,0.0,Master's,,16.697598163896426,Suburban,Basic,1.0,17.0,845.0,9.0,2024-04-19 15:21:39.128286,Average,Yes,Weekly,House,482.0
1190981,25.0,Female,10752.0,Divorced,1.0,PhD,,36.64853879717064,Rural,Premium,,15.0,590.0,1.0,2024-02-25 15:21:39.084065,Poor,No,Weekly,Condo,1229.0
508908,31.0,Male,87039.0,Married,1.0,Master's,,11.958289084286555,Rural,Premium,1.0,5.0,441.0,1.0,2021-09-15 15:21:39.094752,Poor,No,Rarely,Apartment,434.0
178365,43.0,Male,5742.0,Married,1.0,Bachelor's,Unemployed,23.914355922435128,Rural,Basic,1.0,2.0,435.0,9.0,2024-07-04 15:21:39.252145,Good,No,Monthly,House,499.0
634049,44.0,Male,8863.0,Divorced,3.0,Master's,Unemployed,17.055193987683566,Rural,Comprehensive,,14.0,562.0,8.0,2023-03-11 15:21:39.272456,Good,Yes,Weekly,House,492.0
540610,39.0,Female,1314.0,Single,1.0,High School,Employed,,Rural,Premium,0.0,10.0,659.0,9.0,2022-11-09 15:21:39.207847,,Yes,Rarely,House,1292.0
428459,43.0,Male,2845.0,Divorced,1.0,High School,Unemployed,26.6188659144358,Suburban,Premium,1.0,17.0,603.0,4.0,2021-01-07 15:21:39.204790,Poor,Yes,Monthly,House,2323.0
402422,30.0,Male,58859.0,Married,,PhD,Unemployed,24.95594704862701,Rural,Premium,0.0,16.0,315.0,9.0,2023-06-22 15:21:39.283783,,Yes,Weekly,House,780.0
155053,57.0,Male,18442.0,Single,4.0,PhD,Self-Employed,20.35489813361421,Suburban,Basic,0.0,8.0,713.0,9.0,2020-09-13 15:21:39.155231,Poor,No,Daily,Condo,604.0
342249,63.0,Female,30429.0,Single,,Master's,Self-Employed,27.636877056137585,Suburban,Premium,,14.0,710.0,9.0,2019-12-12 15:21:39.237118,Average,Yes,Weekly,Apartment,979.0
190933,61.0,Female,18447.0,Married,3.0,Bachelor's,,8.847285474113288,Suburban,Basic,,18.0,637.0,2.0,2019-08-17 15:21:39.218388,Poor,No,Monthly,Condo,464.0
179440,18.0,Female,19398.0,Divorced,3.0,Master's,Self-Employed,23.787685883459616,Suburban,Comprehensive,1.0,11.0,612.0,2.0,2023-05-23 15:21:39.105192,Average,Yes,Monthly,Condo,62.0
536934,23.0,Female,33751.0,Single,0.0,Master's,,32.47313697955713,Suburban,Comprehensive,0.0,14.0,592.0,3.0,2023-10-23 15:21:39.124659,Good,Yes,Weekly,House,24.0
352024,38.0,Male,29377.0,Married,3.0,PhD,Self-Employed,42.86870614882347,Urban,Comprehensive,1.0,4.0,572.0,3.0,2024-01-18 15:21:39.191219,Poor,No,Monthly,House,1911.0
1111495,40.0,Male,44949.0,Married,0.0,PhD,Employed,40.19367544109144,Suburban,Basic,1.0,16.0,,9.0,2022-10-27 15:21:39.093681,Average,No,Rarely,Condo,843.0
949545,51.0,Female,4516.0,Divorced,4.0,High School,,13.62473374955069,Urban,Premium,2.0,7.0,837.0,7.0,2024-01-24 15:21:39.186212,Average,No,Monthly,Condo,1475.0
561948,59.0,Female,12791.0,Divorced,,PhD,,34.892346132439684,Rural,Comprehensive,,0.0,813.0,6.0,2023-03-29 15:21:39.252145,Good,No,Daily,House,628.0
436125,51.0,Female,25387.0,Married,0.0,Bachelor's,Employed,9.390839878329556,Rural,Comprehensive,0.0,13.0,751.0,6.0,2021-07-18 15:21:39.281787,Poor,Yes,Weekly,House,1191.0
133956,60.0,Male,17076.0,Single,0.0,Bachelor's,Unemployed,28.96713455394323,Rural,Comprehensive,,5.0,595.0,2.0,2020-07-11 15:21:39.258696,Average,Yes,Monthly,Condo,455.0
1198137,27.0,Female,61313.0,Married,4.0,High School,Self-Employed,29.89390070103333,Suburban,Comprehensive,,9.0,,5.0,2019-12-20 15:21:39.085129,Poor,No,Daily,Apartment,66.0
840606,44.0,Female,2906.0,Single,,High School,Self-Employed,11.074799589037504,Rural,Premium,0.0,14.0,587.0,9.0,2022-11-09 15:21:39.184157,Good,No,Monthly,Apartment,115.0
1180129,25.0,Male,35118.0,Divorced,3.0,High School,Unemployed,22.84411101079369,Urban,Premium,,16.0,673.0,5.0,2023-05-08 15:21:39.132191,Good,Yes,Daily,Apartment,494.0
1160767,33.0,Male,91096.0,Single,3.0,Bachelor's,Employed,,Suburban,Comprehensive,1.0,14.0,687.0,4.0,2021-12-10 15:21:39.081504,Poor,No,Monthly,Condo,3079.0
991367,50.0,Female,18098.0,Married,0.0,Bachelor's,Unemployed,40.95718592226923,Rural,Comprehensive,,0.0,704.0,9.0,2019-10-20 15:21:39.092127,Average,Yes,Monthly,Condo,1799.0
597550,61.0,Female,52664.0,Married,1.0,High School,,3.843038452887827,Suburban,Basic,2.0,8.0,769.0,3.0,2023-08-30 15:21:39.090124,Good,Yes,Rarely,Apartment,318.0
846989,61.0,Female,16984.0,Married,4.0,PhD,Employed,14.38161947154316,Suburban,Premium,1.0,3.0,756.0,1.0,2023-10-25 15:21:39.114118,Good,No,Monthly,Condo,1342.0
147378,40.0,Female,14982.0,Divorced,1.0,Bachelor's,Self-Employed,18.0397027259837,Rural,Comprehensive,2.0,18.0,519.0,3.0,2024-03-03 15:21:39.181605,Poor,Yes,Daily,House,622.0
1014923,32.0,Male,21170.0,Single,0.0,High School,,14.493235076368224,Suburban,Basic,1.0,18.0,677.0,7.0,2021-07-02 15:21:39.185215,Poor,No,Weekly,House,1608.0
318108,30.0,Female,76989.0,Single,,High School,Unemployed,22.93836172299177,Rural,Comprehensive,,14.0,711.0,2.0,2019-09-27 15:21:39.225916,Poor,No,Weekly,Apartment,23.0
822834,18.0,Female,12073.0,Divorced,2.0,High School,Unemployed,42.45685525639681,Urban,Basic,,8.0,437.0,7.0,2020-11-13 15:21:39.237118,Poor,No,Daily,House,2294.0
538883,34.0,Male,13695.0,Divorced,,Bachelor's,Unemployed,22.64688581049711,Rural,Premium,1.0,18.0,603.0,6.0,2023-11-15 15:21:39.237118,Average,No,Monthly,House,936.0
288490,52.0,Female,30216.0,Married,1.0,Bachelor's,Employed,13.942804044981507,Suburban,Basic,2.0,11.0,447.0,2.0,2020-08-10 15:21:39.204790,Average,No,Monthly,Condo,502.0
629836,61.0,Male,66468.0,,4.0,High School,,23.679439253820227,Suburban,Comprehensive,,10.0,464.0,3.0,2022-12-21 15:21:39.084065,Average,Yes,Rarely,House,813.0
369267,32.0,Male,39883.0,Divorced,4.0,PhD,Self-Employed,13.572490615307451,Urban,Comprehensive,3.0,14.0,669.0,4.0,2020-03-16 15:21:39.253660,Good,No,Monthly,Apartment,468.0
840858,24.0,Male,21594.0,Single,2.0,PhD,Self-Employed,11.96667698363099,Urban,Basic,,19.0,372.0,9.0,2020-07-23 15:21:39.095696,Good,No,Weekly,Apartment,2315.0
170856,49.0,Male,32685.0,Married,4.0,Master's,Employed,31.983264924920373,Rural,Premium,3.0,10.0,554.0,5.0,2022-10-19 15:21:39.206847,Good,No,Daily,House,560.0
332873,57.0,Male,6095.0,Single,1.0,Master's,,14.73736908546718,Rural,Comprehensive,1.0,6.0,796.0,3.0,2024-03-04 15:21:39.182597,Average,No,Rarely,House,961.0
1072961,23.0,Female,18820.0,Single,0.0,High School,Employed,7.062745715244781,Urban,Comprehensive,,3.0,434.0,6.0,2020-11-27 15:21:39.134960,Poor,No,Daily,Condo,1093.0
1000239,26.0,Female,42479.0,Married,0.0,High School,Employed,35.685827029025745,Urban,Premium,1.0,4.0,534.0,2.0,2022-09-14 15:21:39.092127,Average,Yes,Monthly,Condo,1238.0
359673,33.0,Female,,Single,,High School,,26.81858411610668,Urban,Comprehensive,1.0,3.0,402.0,6.0,2021-10-18 15:21:39.121169,Average,Yes,Weekly,Apartment,3345.0
836504,40.0,Male,2867.0,Married,4.0,PhD,Self-Employed,36.660670841270175,Suburban,Comprehensive,2.0,6.0,838.0,4.0,2022-03-12 15:21:39.079128,,Yes,Monthly,Apartment,981.0
652982,44.0,Male,4069.0,Single,3.0,PhD,Unemployed,6.593006213556951,Rural,Comprehensive,1.0,9.0,341.0,9.0,2023-02-06 15:21:39.226954,Average,No,Weekly,House,2507.0
231421,56.0,Male,127175.0,Married,0.0,PhD,Unemployed,20.82368827807838,Urban,Comprehensive,0.0,8.0,,5.0,2022-05-02 15:21:39.259788,Average,Yes,Monthly,Apartment,189.0
83365,38.0,Male,15641.0,Divorced,1.0,Bachelor's,,15.097220051734782,Rural,Basic,0.0,0.0,,7.0,2024-03-31 15:21:39.248098,Poor,No,Weekly,House,3168.0
476000,58.0,Female,40203.0,Single,1.0,Master's,Employed,15.16076911204059,Suburban,Premium,1.0,2.0,785.0,4.0,2023-07-13 15:21:39.172097,Good,Yes,Weekly,Condo,1279.0
142538,20.0,Male,38612.0,Divorced,0.0,PhD,Employed,14.2449684685143,Urban,Comprehensive,,7.0,597.0,9.0,2022-12-20 15:21:39.244069,Good,Yes,Daily,Apartment,894.0
646303,63.0,Female,16086.0,Married,1.0,Master's,,6.1732083487129685,Suburban,Comprehensive,,11.0,492.0,9.0,2020-07-05 15:21:39.258696,Average,Yes,Monthly,Apartment,337.0
160182,38.0,Male,33506.0,Divorced,1.0,Bachelor's,Self-Employed,33.23487614064964,Suburban,Basic,,3.0,,6.0,2021-04-22 15:21:39.131192,Poor,Yes,Rarely,Condo,1557.0
794096,60.0,Male,482.0,Single,,High School,,23.71770348493324,Rural,Premium,0.0,14.0,398.0,7.0,2022-05-18 15:21:39.083497,Good,No,Rarely,House,632.0
242494,18.0,Female,4020.0,Married,3.0,Bachelor's,,19.62464851065246,Urban,Comprehensive,0.0,3.0,788.0,5.0,2022-12-14 15:21:39.134960,Average,No,Daily,House,2096.0
684703,37.0,Female,5570.0,Divorced,4.0,Master's,,20.44686571778773,Rural,Comprehensive,2.0,7.0,775.0,8.0,2021-09-27 15:21:39.237118,Average,No,Monthly,House,3166.0
1030201,33.0,Female,47991.0,Single,4.0,Master's,Self-Employed,22.61143494694884,Rural,Premium,2.0,2.0,743.0,6.0,2020-02-26 15:21:39.184157,Average,Yes,Daily,Condo,424.0
117723,44.0,Male,623.0,Divorced,1.0,Bachelor's,,23.683852889857924,Urban,Comprehensive,1.0,9.0,779.0,7.0,2023-05-23 15:21:39.226954,Poor,No,Weekly,House,2436.0
714939,33.0,Male,132091.0,Single,4.0,Master's,Employed,20.661443243356167,Urban,Basic,1.0,3.0,339.0,6.0,2021-03-01 15:21:39.134960,Good,Yes,Daily,House,338.0
1031212,29.0,Male,8894.0,Single,3.0,High School,,29.037294288386978,Rural,Basic,1.0,2.0,591.0,2.0,2022-05-16 15:21:39.209847,Poor,No,Daily,Apartment,1216.0
768473,45.0,Female,15770.0,Married,2.0,PhD,,38.30207781819889,Rural,Premium,,11.0,461.0,6.0,2024-07-26 15:21:39.091080,Average,No,Monthly,House,63.0
391630,39.0,Female,73041.0,Single,3.0,PhD,Employed,37.92764732330889,Urban,Premium,0.0,16.0,642.0,3.0,2023-08-11 15:21:39.120168,Average,No,Daily,Apartment,119.0
404611,39.0,Female,43726.0,Single,1.0,High School,Employed,33.17269361335782,Urban,Premium,0.0,12.0,,6.0,2023-05-04 15:21:39.228521,Good,Yes,Monthly,House,3719.0
946829,50.0,Male,140450.0,,0.0,Bachelor's,Self-Employed,,Rural,Comprehensive,,3.0,578.0,4.0,2020-01-19 15:21:39.205850,,Yes,Weekly,Condo,944.0
905190,59.0,Male,2792.0,Divorced,2.0,High School,Self-Employed,16.939650227148046,Suburban,Premium,,15.0,757.0,7.0,2024-05-28 15:21:39.235012,Average,Yes,Weekly,Apartment,328.0
177636,30.0,Male,30642.0,Married,2.0,High School,Self-Employed,36.76944517014336,Suburban,Basic,0.0,18.0,511.0,1.0,2021-08-26 15:21:39.092127,Poor,Yes,Weekly,Condo,139.0
212134,50.0,Female,51715.0,Single,3.0,Bachelor's,Unemployed,12.898692820393748,Rural,Comprehensive,2.0,7.0,703.0,9.0,2020-09-23 15:21:39.237118,Good,No,Monthly,House,95.0
900883,34.0,Male,5879.0,Divorced,3.0,High School,Employed,17.754725284941273,Suburban,Basic,,1.0,610.0,3.0,2019-09-26 15:21:39.231531,Average,No,Weekly,Apartment,462.0
72257,55.0,Female,38446.0,Married,4.0,PhD,Unemployed,19.67774041690404,Urban,Comprehensive,2.0,11.0,663.0,3.0,2020-05-26 15:21:39.263607,Average,Yes,Weekly,House,1484.0
907970,30.0,Male,10037.0,Divorced,3.0,High School,,14.027670259376004,Urban,Basic,1.0,6.0,842.0,8.0,2020-05-09 15:21:39.081504,Poor,Yes,Daily,Condo,4859.0
333503,60.0,Female,1235.0,Single,1.0,PhD,Employed,31.1897459632678,Urban,Comprehensive,,19.0,547.0,8.0,2023-08-13 15:21:39.186212,Good,Yes,Rarely,House,434.0
550422,56.0,Female,21836.0,Single,0.0,Bachelor's,,19.006421833460006,Suburban,Basic,,1.0,534.0,3.0,2023-04-22 15:21:39.180553,Good,Yes,Weekly,House,239.0
496707,48.0,Male,28665.0,Single,4.0,Bachelor's,Self-Employed,6.206967531131307,Rural,Premium,0.0,14.0,439.0,5.0,2021-10-08 15:21:39.286113,Good,No,Rarely,Condo,538.0
220819,45.0,Female,36454.0,Married,2.0,Bachelor's,,20.98877812173826,Urban,Premium,,12.0,518.0,6.0,2023-03-12 15:21:39.155231,Average,No,Weekly,Apartment,1238.0
240862,31.0,Male,18081.0,Single,2.0,High School,,48.53921518883706,Urban,Basic,,12.0,515.0,7.0,2021-12-20 15:21:39.271453,Good,No,Weekly,Condo,647.0
410081,64.0,Male,20797.0,Married,0.0,Bachelor's,Unemployed,,Suburban,Premium,0.0,18.0,,9.0,2023-07-03 15:21:39.155231,Average,Yes,Daily,House,1091.0
738117,61.0,Male,1366.0,Divorced,1.0,Master's,Unemployed,18.927683495331845,Suburban,Premium,0.0,15.0,663.0,2.0,2022-09-19 15:21:39.094752,Poor,No,Rarely,Apartment,1873.0
539713,19.0,Male,711.0,Divorced,4.0,Bachelor's,Self-Employed,11.881323921959904,Suburban,Premium,3.0,4.0,766.0,2.0,2019-10-03 15:21:39.237118,Good,Yes,Rarely,House,40.0
456535,24.0,Male,,Single,0.0,High School,Employed,33.44394324338429,Urban,Basic,,9.0,352.0,5.0,2024-05-15 15:21:39.281787,Good,Yes,Daily,Apartment,212.0
650193,48.0,Male,6822.0,Married,3.0,Bachelor's,Self-Employed,25.08347899413106,Rural,Comprehensive,,3.0,681.0,9.0,2023-12-25 15:21:39.155231,Poor,No,Monthly,Condo,3360.0
891117,52.0,Female,24709.0,Divorced,3.0,PhD,,47.81344276393777,Rural,Comprehensive,2.0,2.0,,6.0,2022-02-06 15:21:39.152732,,No,Monthly,Condo,1256.0
545158,49.0,Male,18054.0,Single,4.0,High School,,23.5661901410524,Rural,Basic,2.0,13.0,758.0,6.0,2023-01-02 15:21:39.172097,Average,Yes,Rarely,Condo,532.0
913810,27.0,Female,,Divorced,4.0,Master's,,51.4707881259894,Urban,Comprehensive,0.0,3.0,713.0,9.0,2021-04-08 15:21:39.134960,Average,Yes,Daily,Apartment,447.0
946924,31.0,Male,36161.0,Divorced,4.0,Master's,Employed,30.7255160405907,Rural,Premium,1.0,5.0,614.0,8.0,2020-11-15 15:21:39.134960,Average,Yes,Rarely,Condo,1368.0
346422,54.0,Female,27894.0,Divorced,3.0,Master's,Self-Employed,6.446370542615525,Rural,Premium,0.0,1.0,456.0,4.0,2022-11-11 15:21:39.134960,,Yes,Monthly,Condo,1183.0
1129759,30.0,Male,61370.0,,4.0,PhD,Employed,17.49591349360636,Rural,Premium,0.0,13.0,766.0,7.0,2021-09-14 15:21:39.134960,Poor,No,Monthly,Condo,101.0
1094689,64.0,Male,70794.0,Married,1.0,PhD,,9.055309613371278,Rural,Comprehensive,0.0,10.0,413.0,8.0,2020-12-18 15:21:39.222387,Poor,Yes,Weekly,Apartment,483.0
1184096,43.0,Female,116923.0,Married,,High School,,23.01407917369733,Rural,Premium,1.0,2.0,373.0,7.0,2019-10-21 15:21:39.207847,,No,Monthly,Condo,391.0
975538,57.0,Female,146466.0,Married,2.0,PhD,,,Suburban,Basic,,17.0,727.0,6.0,2019-09-25 15:21:39.278402,Good,No,Daily,House,27.0
237190,31.0,Female,121046.0,Divorced,2.0,PhD,,15.898663947461458,Suburban,Premium,1.0,6.0,538.0,3.0,2023-02-20 15:21:39.167099,Good,Yes,Daily,Apartment,245.0
662801,43.0,Female,26965.0,Married,,Bachelor's,Self-Employed,43.67689489504368,Suburban,Comprehensive,,14.0,,7.0,2022-08-10 15:21:39.210805,,No,Monthly,Condo,484.0
184809,55.0,Female,,Divorced,3.0,Bachelor's,,39.07003864702789,Suburban,Premium,0.0,15.0,421.0,6.0,2023-12-23 15:21:39.283783,Average,No,Weekly,Condo,639.0
1037003,35.0,Male,34.0,Divorced,0.0,Master's,Self-Employed,40.05812140556321,Rural,Basic,0.0,17.0,564.0,7.0,2019-12-11 15:21:39.209847,Good,No,Rarely,House,1216.0
84318,57.0,Female,33018.0,Divorced,3.0,Bachelor's,,29.448059551423807,Suburban,Premium,3.0,4.0,565.0,8.0,2024-04-25 15:21:39.133866,Good,No,Daily,Condo,596.0
654930,27.0,Female,20897.0,Single,4.0,PhD,Self-Employed,16.64455523145985,Suburban,Premium,0.0,19.0,838.0,9.0,2024-05-17 15:21:39.097737,Good,Yes,Monthly,Apartment,2401.0
605964,34.0,Male,1028.0,Married,2.0,Master's,Self-Employed,25.9442288812465,Rural,Comprehensive,2.0,6.0,745.0,1.0,2021-04-25 15:21:39.155231,Good,No,Weekly,Apartment,1357.0
132955,61.0,Female,10782.0,Married,1.0,Bachelor's,Self-Employed,49.32346616077313,Urban,Premium,1.0,19.0,395.0,5.0,2023-11-01 15:21:39.201446,Poor,Yes,Weekly,Condo,461.0
194821,22.0,Female,,Divorced,2.0,PhD,Unemployed,24.559464809908416,Suburban,Premium,0.0,8.0,765.0,9.0,2021-05-13 15:21:39.134960,Average,Yes,Daily,Condo,48.0
16894,21.0,Male,28215.0,Single,0.0,Bachelor's,Self-Employed,32.71134977296862,Urban,Premium,0.0,1.0,815.0,2.0,2024-07-04 15:21:39.144722,Poor,No,Rarely,Apartment,582.0
818364,53.0,Male,82.0,Divorced,1.0,High School,Employed,25.552879648690013,Rural,Basic,,16.0,651.0,4.0,2022-08-07 15:21:39.099739,Average,No,Weekly,House,1369.0
236558,57.0,Female,116720.0,Married,3.0,Bachelor's,Unemployed,22.083649225646763,Urban,Basic,1.0,4.0,431.0,4.0,2019-12-08 15:21:39.224915,Poor,Yes,Rarely,Apartment,2560.0
506340,50.0,Male,18217.0,Married,1.0,Master's,,25.35323180048007,Suburban,Premium,2.0,7.0,,4.0,2023-12-09 15:21:39.220389,Average,Yes,Monthly,Apartment,647.0
57945,56.0,Male,4541.0,Single,3.0,PhD,Self-Employed,46.67143960987885,Urban,Basic,0.0,10.0,766.0,5.0,2023-11-20 15:21:39.174719,Average,No,Weekly,Condo,1835.0
401316,25.0,Male,92930.0,Married,,Master's,Employed,50.04289456052191,Urban,Basic,0.0,3.0,,2.0,2021-05-27 15:21:39.237118,Poor,Yes,Monthly,House,205.0
752348,21.0,Male,36805.0,Single,2.0,Bachelor's,,19.9242042230487,Suburban,Premium,,5.0,684.0,3.0,2020-09-16 15:21:39.216387,Poor,No,Monthly,House,565.0
346949,40.0,Female,5905.0,Single,2.0,High School,,41.16204073500014,Rural,Basic,3.0,6.0,445.0,7.0,2023-05-20 15:21:39.130190,Poor,Yes,Rarely,Apartment,1670.0
380887,23.0,Female,23685.0,Married,3.0,PhD,Self-Employed,19.890308947473788,Suburban,Comprehensive,,4.0,818.0,1.0,2022-10-22 15:21:39.134960,Good,No,Weekly,Condo,1035.0
1122857,39.0,Male,2317.0,Divorced,2.0,High School,Unemployed,10.619334768274785,Rural,Basic,0.0,6.0,617.0,4.0,2024-03-26 15:21:39.122134,Average,No,Monthly,Apartment,2519.0
