predicted_premium,actual_premium,decision,premium_tier
1056.8683318468204,615.0,STANDARD,STANDARD
940.3317957397686,282.0,STANDARD,STANDARD
1035.3212215027593,533.0,STANDARD,STANDARD
1039.107234864382,260.0,STANDARD,STANDARD
1166.2478004454708,679.0,STANDARD,STANDARD
905.6452610726109,245.0,REVIEW_SENIOR_SMOKER,REVIEW
1145.7122205238998,488.0,REVIEW_CREDIT_VEHICLE,REVIEW
1064.2525058232598,1580.0,STANDARD,STANDARD
1035.3212215027593,1264.0,STANDARD,STANDARD
1310.4059787589208,2573.0,HIGH_RISK_RULE,REVIEW
1054.4286689314338,1489.0,STANDARD,STANDARD
1042.0135895226847,576.0,STANDARD,STANDARD
1134.9924323557236,187.0,REVIEW_CREDIT_VEHICLE,REVIEW
1192.6785727804613,4528.0,STANDARD,STANDARD
1128.8562767644473,534.0,STANDARD,STANDARD
1056.2876436392398,439.0,STANDARD,STANDARD
1037.0406029066828,693.0,STANDARD,STANDARD
1053.5787166763002,2058.0,STANDARD,STANDARD
1210.0323985542018,557.0,REVIEW_CREDIT_VEHICLE,REVIEW
1130.1220589678715,806.0,STANDARD,STANDARD
1125.3829143329606,2689.0,HIGH_RISK_RULE,REVIEW
1148.3146555769715,582.0,STANDARD,STANDARD
1140.7017567033392,1694.0,STANDARD,STANDARD
1058.2972326546712,2170.0,STANDARD,STANDARD
1377.6638447991295,1078.0,ELEVATED,ELEVATED
1040.9201965291156,103.0,STANDARD,STANDARD
1168.6267173252756,3537.0,STANDARD,STANDARD
1094.9371916531543,2136.0,STANDARD,STANDARD
1048.6079418508543,1585.0,STANDARD,STANDARD
1252.4675848244751,801.0,ELEVATED,ELEVATED
1245.1426993715722,1675.0,ELEVATED,ELEVATED
1031.9189934297146,2427.0,STANDARD,STANDARD
1049.4491914722976,27.0,STANDARD,STANDARD
1123.7067949412185,1516.0,STANDARD,STANDARD
1053.4218316633865,1259.0,STANDARD,STANDARD
1315.1015199634433,1368.0,ELEVATED,ELEVATED
1320.096866879162,20.0,ELEVATED,ELEVATED
1138.724835574269,1559.0,STANDARD,STANDARD
1033.2557066548281,3275.0,STANDARD,STANDARD
1058.2231776225756,1691.0,STANDARD,STANDARD
1170.2852272338287,20.0,STANDARD,STANDARD
1036.323483201929,2385.0,STANDARD,STANDARD
1136.5703145041457,426.0,STANDARD,STANDARD
1258.3040546122322,1448.0,ELEVATED,ELEVATED
1034.5584429209248,735.0,REVIEW_SENIOR_SMOKER,REVIEW
1054.6154003470751,84.0,STANDARD,STANDARD
1080.3563035854024,303.0,STANDARD,STANDARD
1203.3569062268455,2153.0,ELEVATED,ELEVATED
1034.0360655183808,473.0,STANDARD,STANDARD
1037.0478383125105,306.0,STANDARD,STANDARD
1135.020973911417,381.0,STANDARD,STANDARD
1143.3693944306497,703.0,STANDARD,STANDARD
1185.850956120032,767.0,STANDARD,STANDARD
1132.3883775056652,1399.0,STANDARD,STANDARD
1035.4597965596736,2993.0,STANDARD,STANDARD
1039.8378761586482,250.0,STANDARD,STANDARD
1052.7774610738252,495.0,REVIEW_SENIOR_SMOKER,REVIEW
1030.3167076565842,766.0,STANDARD,STANDARD
1226.2881487754087,668.0,ELEVATED,ELEVATED
737.0347669885384,394.0,STANDARD,STANDARD
1157.2176023840277,2271.0,REVIEW_CREDIT_VEHICLE,REVIEW
1209.0662131651538,2789.0,ELEVATED,ELEVATED
1167.2142533879492,301.0,REVIEW_CREDIT_VEHICLE,REVIEW
1035.5321958164575,1479.0,REVIEW_SENIOR_SMOKER,REVIEW
1135.061198035193,1032.0,STANDARD,STANDARD
1057.8068525893518,1396.0,REVIEW_SENIOR_SMOKER,REVIEW
1039.7386488662148,1187.0,STANDARD,STANDARD
1011.1674260218558,1185.0,STANDARD,STANDARD
1182.5185097620974,25.0,STANDARD,STANDARD
1035.0601706304626,873.0,STANDARD,STANDARD
1150.1149308225454,1112.0,STANDARD,STANDARD
728.643312218668,242.0,STANDARD,STANDARD
1013.6284145387515,1014.0,STANDARD,STANDARD
1085.0829543166658,223.0,REVIEW_CREDIT_VEHICLE,REVIEW
1140.5958173007361,748.0,STANDARD,STANDARD
1136.5152188252123,315.0,REVIEW_CREDIT_VEHICLE,REVIEW
722.6258629442993,48.0,STANDARD,STANDARD
1051.2874591326006,740.0,STANDARD,STANDARD
1136.0210528058133,1776.0,STANDARD,STANDARD
1310.6389867849239,393.0,ELEVATED,ELEVATED
1034.206641988154,1205.0,STANDARD,STANDARD
1021.6363185428947,1650.0,STANDARD,STANDARD
1036.693423226125,444.0,STANDARD,STANDARD
1034.4967780876902,648.0,STANDARD,STANDARD
1159.1797673964968,1024.0,REVIEW_CREDIT_VEHICLE,REVIEW
1152.7859623534114,1777.0,STANDARD,STANDARD
1053.285621028429,684.0,STANDARD,STANDARD
1032.334942153505,642.0,STANDARD,STANDARD
1048.6374758795314,713.0,STANDARD,STANDARD
1034.540167935541,1670.0,STANDARD,STANDARD
1164.158306103797,1040.0,STANDARD,STANDARD
1139.8155377215232,909.0,STANDARD,STANDARD
1028.4731561516953,616.0,STANDARD,STANDARD
1054.754133089309,801.0,STANDARD,STANDARD
1276.6321065209686,382.0,REVIEW_CREDIT_VEHICLE,REVIEW
1126.7250700833335,2210.0,STANDARD,STANDARD
1152.7463481529185,1775.0,STANDARD,STANDARD
1206.678047241763,163.0,ELEVATED,ELEVATED
1084.1126466197056,78.0,STANDARD,STANDARD
1119.864070541159,597.0,STANDARD,STANDARD
1032.700046996933,22.0,STANDARD,STANDARD
1147.181509088696,1634.0,REVIEW_CREDIT_VEHICLE,REVIEW
1120.9265566105164,1852.0,STANDARD,STANDARD
1136.155542812586,4972.0,REVIEW_CREDIT_VEHICLE,REVIEW
1059.5959974527154,849.0,STANDARD,STANDARD
1202.3741857182463,466.0,ELEVATED,ELEVATED
1169.64694558357,829.0,STANDARD,STANDARD
1033.3705547687878,807.0,STANDARD,STANDARD
1055.4711312105717,894.0,STANDARD,STANDARD
1131.5471750528568,860.0,STANDARD,STANDARD
1051.6033184413836,1186.0,STANDARD,STANDARD
1027.846038227691,1252.0,STANDARD,STANDARD
906.2803328394149,391.0,STANDARD,STANDARD
1335.266892599253,2161.0,ELEVATED,ELEVATED
1151.2576486549212,1702.0,REVIEW_CREDIT_VEHICLE,REVIEW
1149.263120258223,1127.0,STANDARD,STANDARD
1151.9647407807017,859.0,REVIEW_CREDIT_VEHICLE,REVIEW
1389.0854643545663,44.0,ELEVATED,ELEVATED
1028.386312212053,2058.0,STANDARD,STANDARD
1054.8127146048942,2221.0,STANDARD,STANDARD
1025.175324984599,110.0,STANDARD,STANDARD
1134.0857305999461,1715.0,STANDARD,STANDARD
1052.146141620182,717.0,STANDARD,STANDARD
1494.8583401354167,718.0,HIGH_RISK_RULE,REVIEW
1035.0601706304626,699.0,STANDARD,STANDARD
728.5318463951007,101.0,STANDARD,STANDARD
853.6817754685186,101.0,STANDARD,STANDARD
1350.1656411255833,34.0,ELEVATED,ELEVATED
1136.4453810523162,916.0,REVIEW_CREDIT_VEHICLE,REVIEW
1092.0880877673471,2047.0,STANDARD,STANDARD
1050.8863203201215,531.0,STANDARD,STANDARD
1367.7525039720103,902.0,ELEVATED,ELEVATED
1173.0454798392268,442.0,STANDARD,STANDARD
762.4010964235611,235.0,STANDARD,STANDARD
1447.4815988186026,221.0,HIGH_RISK_RULE,REVIEW
1071.9315187244724,1493.0,REVIEW_SENIOR_SMOKER,REVIEW
1322.6542285493138,345.0,ELEVATED,ELEVATED
1155.4010875623453,80.0,STANDARD,STANDARD
1024.7299460270272,568.0,STANDARD,STANDARD
1034.540167935541,2805.0,STANDARD,STANDARD
729.3594287108903,381.0,STANDARD,STANDARD
1035.841224197681,233.0,REVIEW_SENIOR_SMOKER,REVIEW
1025.220287601531,1431.0,STANDARD,STANDARD
1135.0463189658772,1090.0,STANDARD,STANDARD
1101.7344446853958,462.0,STANDARD,STANDARD
729.8593150538452,50.0,STANDARD,STANDARD
1047.0122104100542,678.0,STANDARD,STANDARD
1099.7177084047376,287.0,STANDARD,STANDARD
1459.0066295072415,1899.0,REVIEW_SENIOR_SMOKER,REVIEW
1104.7440496352342,634.0,STANDARD,STANDARD
1135.3898635894773,1284.0,STANDARD,STANDARD
1224.9002685553855,240.0,ELEVATED,ELEVATED
1141.899153328066,973.0,STANDARD,STANDARD
1047.1525391605592,1131.0,STANDARD,STANDARD
1022.281979004104,1256.0,STANDARD,STANDARD
735.4447852748023,553.0,STANDARD,STANDARD
1086.7624829557221,3572.0,HIGH_RISK_RULE,REVIEW
1166.389252514449,1105.0,STANDARD,STANDARD
1058.8370088720985,394.0,STANDARD,STANDARD
1035.2025127798609,1041.0,STANDARD,STANDARD
1152.9079191662736,492.0,STANDARD,STANDARD
1386.1283383261011,1729.0,ELEVATED,ELEVATED
1416.986119654552,1006.0,HIGH_RISK_RULE,REVIEW
1055.9672079385057,393.0,STANDARD,STANDARD
747.7810731609856,221.0,STANDARD,STANDARD
1168.5710591484692,2438.0,STANDARD,STANDARD
1037.922595446282,2565.0,STANDARD,STANDARD
1177.7951922672469,24.0,STANDARD,STANDARD
1046.3745683377801,619.0,STANDARD,STANDARD
1148.7174593927846,795.0,REVIEW_CREDIT_VEHICLE,REVIEW
1032.8006704017835,118.0,STANDARD,STANDARD
1190.0462206807747,1405.0,STANDARD,STANDARD
1198.4453608900028,1301.0,STANDARD,STANDARD
1376.9696613256579,1331.0,ELEVATED,ELEVATED
1031.6286619922082,1584.0,STANDARD,STANDARD
1209.751844603235,1236.0,ELEVATED,ELEVATED
1140.183716341447,3856.0,STANDARD,STANDARD
1203.4501704821953,1411.0,ELEVATED,ELEVATED
738.6359508100663,47.0,STANDARD,STANDARD
1078.5078793171692,1094.0,STANDARD,STANDARD
1031.9189934297146,111.0,STANDARD,STANDARD
1401.7023449011772,278.0,ELEVATED,ELEVATED
1059.8957057612615,1113.0,STANDARD,STANDARD
972.2102436320406,365.0,STANDARD,STANDARD
1052.189647435004,910.0,STANDARD,STANDARD
1191.6482621299367,293.0,STANDARD,STANDARD
1062.3293725995763,2888.0,STANDARD,STANDARD
1303.2202658999379,3322.0,ELEVATED,ELEVATED
1281.3995646300828,39.0,ELEVATED,ELEVATED
1130.9610712754404,1447.0,STANDARD,STANDARD
1134.8837713461057,2217.0,STANDARD,STANDARD
753.6813035245546,382.0,STANDARD,STANDARD
1552.0450090358706,2213.0,ELEVATED,ELEVATED
1106.6841756564852,482.0,STANDARD,STANDARD
1154.1754851350677,903.0,STANDARD,STANDARD
1129.672604001249,1116.0,STANDARD,STANDARD
1039.0707766356638,1174.0,STANDARD,STANDARD
1183.2337339371072,29.0,STANDARD,STANDARD
1056.6389936659448,1518.0,STANDARD,STANDARD
1093.1568374483745,217.0,STANDARD,STANDARD
1400.9306162547862,119.0,HIGH_RISK_RULE,REVIEW
1344.4690816561679,34.0,HIGH_RISK_RULE,REVIEW
1040.9593002959161,467.0,STANDARD,STANDARD
1041.3056145920307,2901.0,STANDARD,STANDARD
1068.6263486980677,721.0,HIGH_RISK_RULE,REVIEW
1361.6820941864335,627.0,ELEVATED,ELEVATED
1150.0393510153908,539.0,STANDARD,STANDARD
1054.2537043616474,1438.0,STANDARD,STANDARD
1054.3370186817087,620.0,STANDARD,STANDARD
739.3695188517814,115.0,STANDARD,STANDARD
1040.439724957505,2046.0,STANDARD,STANDARD
1207.9243433890504,501.0,ELEVATED,ELEVATED
1056.221307725111,2367.0,REVIEW_SENIOR_SMOKER,REVIEW
1045.0646089008414,821.0,STANDARD,STANDARD
1038.1741902842039,813.0,STANDARD,STANDARD
1038.8225645385037,1511.0,STANDARD,STANDARD
1044.1561611705968,619.0,STANDARD,STANDARD
1074.0824137565007,760.0,STANDARD,STANDARD
1127.4164428770728,1351.0,STANDARD,STANDARD
1036.1717731302488,1304.0,STANDARD,STANDARD
1183.7262029654291,1362.0,STANDARD,STANDARD
1094.0110365101953,709.0,STANDARD,STANDARD
1133.9701137285542,234.0,HIGH_RISK_RULE,REVIEW
1053.4502998792354,552.0,STANDARD,STANDARD
1025.8589881105218,893.0,STANDARD,STANDARD
1052.723771473613,1713.0,STANDARD,STANDARD
1113.4167218951716,163.0,STANDARD,STANDARD
1056.4755469863082,1414.0,STANDARD,STANDARD
1137.3352569643744,1806.0,STANDARD,STANDARD
1058.596719087441,187.0,STANDARD,STANDARD
1130.6805281661916,918.0,STANDARD,STANDARD
1293.9543774642198,2352.0,ELEVATED,ELEVATED
1125.4695422037312,578.0,HIGH_RISK_RULE,REVIEW
1222.3894546874121,1251.0,ELEVATED,ELEVATED
1037.4361236370721,1115.0,STANDARD,STANDARD
1143.7909271474728,756.0,STANDARD,STANDARD
1050.8863203201215,955.0,STANDARD,STANDARD
1201.684165168713,619.0,ELEVATED,ELEVATED
1138.643590564054,912.0,STANDARD,STANDARD
1129.7025599996841,472.0,HIGH_RISK_RULE,REVIEW
1036.189515698628,464.0,REVIEW_SENIOR_SMOKER,REVIEW
1056.4072012536653,823.0,STANDARD,STANDARD
1139.390815075954,954.0,STANDARD,STANDARD
1037.7016575776477,561.0,STANDARD,STANDARD
1032.5895012015694,1685.0,STANDARD,STANDARD
1086.7291286983489,925.0,STANDARD,STANDARD
1034.3896628586078,813.0,STANDARD,STANDARD
1046.0698133696624,883.0,STANDARD,STANDARD
1038.4027122079515,875.0,STANDARD,STANDARD
1083.1596023309169,523.0,STANDARD,STANDARD
1140.9615194572848,930.0,STANDARD,STANDARD
1053.0963518772705,803.0,STANDARD,STANDARD
1052.379453892951,716.0,STANDARD,STANDARD
1052.733701360964,1620.0,STANDARD,STANDARD
1042.2018678637444,1531.0,REVIEW_SENIOR_SMOKER,REVIEW
1059.5831926116814,2619.0,STANDARD,STANDARD
1146.6478407176655,22.0,HIGH_RISK_RULE,REVIEW
1150.916309679966,1472.0,REVIEW_CREDIT_VEHICLE,REVIEW
1046.5256952547209,835.0,STANDARD,STANDARD
1058.3845896201394,1106.0,STANDARD,STANDARD
1066.5081547644004,1082.0,STANDARD,STANDARD
1351.1830356375917,1978.0,ELEVATED,ELEVATED
1163.082545306003,1076.0,STANDARD,STANDARD
1055.9404327743239,26.0,STANDARD,STANDARD
1048.3166875724232,1276.0,STANDARD,STANDARD
1135.633754450398,826.0,STANDARD,STANDARD
1094.274639339095,619.0,HIGH_RISK_RULE,REVIEW
1058.1160463231165,961.0,STANDARD,STANDARD
738.1691995122939,197.0,STANDARD,STANDARD
1058.9212168313775,901.0,STANDARD,STANDARD
1028.6270917949093,459.0,STANDARD,STANDARD
1135.235538410221,619.0,STANDARD,STANDARD
1033.386318648501,1313.0,STANDARD,STANDARD
1077.6323333241555,277.0,STANDARD,STANDARD
1544.3132228096667,36.0,ELEVATED,ELEVATED
1139.9872613265634,1217.0,STANDARD,STANDARD
923.3232671856032,861.0,STANDARD,STANDARD
1400.8023573491996,2229.0,ELEVATED,ELEVATED
959.742712759841,100.0,STANDARD,STANDARD
1050.3228526836701,1224.0,STANDARD,STANDARD
1136.7647201006366,1426.0,STANDARD,STANDARD
1146.542852643236,2890.0,STANDARD,STANDARD
1021.4405814636552,818.0,STANDARD,STANDARD
1053.9358798692297,1246.0,STANDARD,STANDARD
1033.154388546312,874.0,STANDARD,STANDARD
1474.555411246711,26.0,ELEVATED,ELEVATED
1035.9867322523523,1802.0,STANDARD,STANDARD
1236.3751351294277,539.0,ELEVATED,ELEVATED
1032.0790391082055,1357.0,STANDARD,STANDARD
1052.21940821446,1092.0,STANDARD,STANDARD
1053.1660090578312,867.0,STANDARD,STANDARD
1032.7445498577986,431.0,STANDARD,STANDARD
1063.952638619775,556.0,STANDARD,STANDARD
1033.3705547687878,1295.0,STANDARD,STANDARD
1165.4571847017182,449.0,STANDARD,STANDARD
1106.09004087464,516.0,STANDARD,STANDARD
1144.5923324329806,595.0,REVIEW_CREDIT_VEHICLE,REVIEW
1058.6880744306814,2728.0,STANDARD,STANDARD
1040.8374480039959,121.0,STANDARD,STANDARD
1140.3585574134513,995.0,REVIEW_CREDIT_VEHICLE,REVIEW
1087.8057545530014,782.0,STANDARD,STANDARD
1320.6422637396065,1825.0,ELEVATED,ELEVATED
1165.6099671287548,2984.0,REVIEW_CREDIT_VEHICLE,REVIEW
1187.220898394746,489.0,STANDARD,STANDARD
1033.1459269739287,1378.0,STANDARD,STANDARD
1119.7728471462742,28.0,HIGH_RISK_RULE,REVIEW
954.3299312796526,49.0,STANDARD,STANDARD
1038.191180353789,111.0,STANDARD,STANDARD
1034.910175557814,894.0,STANDARD,STANDARD
1040.5776033567918,963.0,STANDARD,STANDARD
1043.557912285176,562.0,STANDARD,STANDARD
1136.645271990723,177.0,STANDARD,STANDARD
1064.9612248510846,652.0,STANDARD,STANDARD
1135.1326714109484,453.0,STANDARD,STANDARD
1185.0909514616228,1447.0,STANDARD,STANDARD
1134.6497933657622,391.0,REVIEW_CREDIT_VEHICLE,REVIEW
1081.9931682656065,3661.0,STANDARD,STANDARD
1034.2856088874764,524.0,STANDARD,STANDARD
1071.599210992751,1252.0,STANDARD,STANDARD
1048.516379279337,1602.0,STANDARD,STANDARD
1152.8444068326444,644.0,STANDARD,STANDARD
1045.0533169498224,715.0,STANDARD,STANDARD
1132.031594486373,3246.0,STANDARD,STANDARD
936.4155962063217,45.0,STANDARD,STANDARD
765.1598315741977,212.0,STANDARD,STANDARD
1053.3372863153227,447.0,STANDARD,STANDARD
963.5368699038826,158.0,STANDARD,STANDARD
1162.8188155469097,4036.0,STANDARD,STANDARD
728.029342764912,1182.0,STANDARD,STANDARD
1012.0261287656209,612.0,STANDARD,STANDARD
1041.6485387042944,23.0,STANDARD,STANDARD
758.5264435091053,76.0,REVIEW_SENIOR_SMOKER,REVIEW
1247.222811391811,24.0,ELEVATED,ELEVATED
1139.1312551407734,708.0,STANDARD,STANDARD
1143.5910575657567,33.0,STANDARD,STANDARD
1546.7501938194246,434.0,ELEVATED,ELEVATED
726.7293913435576,381.0,REVIEW_SENIOR_SMOKER,REVIEW
1132.9873006904977,890.0,REVIEW_CREDIT_VEHICLE,REVIEW
1050.9206379881282,1628.0,STANDARD,STANDARD
1163.4501055763149,28.0,STANDARD,STANDARD
1051.6033184413836,628.0,STANDARD,STANDARD
930.7909715113997,809.0,STANDARD,STANDARD
1031.6644343816502,657.0,STANDARD,STANDARD
1101.388988000962,217.0,STANDARD,STANDARD
1205.7084884229234,1341.0,ELEVATED,ELEVATED
1160.9228239437557,480.0,REVIEW_CREDIT_VEHICLE,REVIEW
1052.0743577207709,819.0,REVIEW_SENIOR_SMOKER,REVIEW
1060.7037938144022,708.0,STANDARD,STANDARD
1106.1424081969865,1046.0,STANDARD,STANDARD
1052.3299540098235,708.0,STANDARD,STANDARD
737.2917356055219,411.0,STANDARD,STANDARD
1057.0866945171551,725.0,STANDARD,STANDARD
1011.895601318251,874.0,STANDARD,STANDARD
1139.474595269534,1077.0,REVIEW_SENIOR_SMOKER,REVIEW
1182.4770193006939,696.0,STANDARD,STANDARD
1207.7341531014129,861.0,ELEVATED,ELEVATED
1115.3586869857681,2419.0,STANDARD,STANDARD
1160.9377533979136,434.0,STANDARD,STANDARD
1133.658897969372,872.0,REVIEW_CREDIT_VEHICLE,REVIEW
1046.193602270566,1076.0,STANDARD,STANDARD
1051.6033184413836,1090.0,STANDARD,STANDARD
1057.7428449123465,26.0,STANDARD,STANDARD
1043.233481912984,3249.0,STANDARD,STANDARD
1035.6250579752052,49.0,STANDARD,STANDARD
1329.276699175048,2514.0,ELEVATED,ELEVATED
989.4466301808492,703.0,STANDARD,STANDARD
1044.914506786056,827.0,STANDARD,STANDARD
1061.9332635910375,917.0,STANDARD,STANDARD
1488.8552901707778,199.0,ELEVATED,ELEVATED
1030.8093880044073,443.0,STANDARD,STANDARD
1386.8388150988355,1053.0,ELEVATED,ELEVATED
1054.5278568533827,20.0,STANDARD,STANDARD
1135.8128232428548,602.0,STANDARD,STANDARD
1117.315217668009,117.0,STANDARD,STANDARD
1185.9507393751855,841.0,STANDARD,STANDARD
1053.092321985545,110.0,STANDARD,STANDARD
1142.0005795391637,2224.0,STANDARD,STANDARD
1139.2610583614028,977.0,STANDARD,STANDARD
1041.7448219431599,814.0,STANDARD,STANDARD
1114.1148836483057,596.0,STANDARD,STANDARD
1034.0360655183808,811.0,STANDARD,STANDARD
1061.1587438595745,208.0,STANDARD,STANDARD
1067.320351311456,107.0,STANDARD,STANDARD
1191.560020374794,2574.0,STANDARD,STANDARD
1032.700046996933,1317.0,STANDARD,STANDARD
1104.9894944822984,2668.0,STANDARD,STANDARD
1054.4559447172708,821.0,REVIEW_SENIOR_SMOKER,REVIEW
1051.333949482008,4274.0,STANDARD,STANDARD
1272.166554728889,393.0,REVIEW_CREDIT_VEHICLE,REVIEW
1093.9478702423332,1101.0,HIGH_RISK_RULE,REVIEW
1399.1682912761032,3827.0,ELEVATED,ELEVATED
1135.8477578740246,1421.0,STANDARD,STANDARD
1125.7232229844128,538.0,REVIEW_SENIOR_SMOKER,REVIEW
1365.8637669956076,2499.0,ELEVATED,ELEVATED
1068.1684816445145,45.0,REVIEW_CREDIT_VEHICLE,REVIEW
1022.2466808141878,890.0,STANDARD,STANDARD
1100.650617108403,517.0,STANDARD,STANDARD
1146.706381498201,792.0,STANDARD,STANDARD
1055.650847701942,54.0,STANDARD,STANDARD
1054.5082634097118,449.0,STANDARD,STANDARD
1065.769587771199,318.0,STANDARD,STANDARD
1475.7629048025963,2543.0,ELEVATED,ELEVATED
1534.0389035422625,29.0,REVIEW_SENIOR_SMOKER,REVIEW
1031.2140572656526,2066.0,STANDARD,STANDARD
1031.875603581864,1045.0,STANDARD,STANDARD
938.5396323933109,387.0,STANDARD,STANDARD
1052.9500582859537,523.0,STANDARD,STANDARD
1154.8733813124206,438.0,REVIEW_SENIOR_SMOKER,REVIEW
1138.5371785053808,1263.0,STANDARD,STANDARD
1029.2926025445024,2742.0,STANDARD,STANDARD
1130.8316902904776,333.0,STANDARD,STANDARD
1385.021730397544,157.0,ELEVATED,ELEVATED
1212.1858063446277,613.0,ELEVATED,ELEVATED
1012.9668276289104,823.0,STANDARD,STANDARD
1131.5800794925278,562.0,STANDARD,STANDARD
1053.7787969478607,55.0,STANDARD,STANDARD
1408.9114598801157,290.0,HIGH_RISK_RULE,REVIEW
1107.184872564993,204.0,REVIEW_CREDIT_VEHICLE,REVIEW
1132.6952388532518,2377.0,STANDARD,STANDARD
1141.6110783227643,2934.0,REVIEW_CREDIT_VEHICLE,REVIEW
1214.1295702135035,631.0,ELEVATED,ELEVATED
1051.6494415173702,794.0,STANDARD,STANDARD
1259.9661187261574,940.0,REVIEW_CREDIT_VEHICLE,REVIEW
1082.4018102284688,479.0,STANDARD,STANDARD
736.8449110022988,212.0,STANDARD,STANDARD
1057.3710954861047,1793.0,STANDARD,STANDARD
1162.3066728674812,27.0,STANDARD,STANDARD
1426.1887810600958,2653.0,ELEVATED,ELEVATED
1051.8144429344875,1512.0,STANDARD,STANDARD
1097.6434829209447,961.0,STANDARD,STANDARD
1126.6734252204674,872.0,REVIEW_SENIOR_SMOKER,REVIEW
1032.5895012015694,1378.0,STANDARD,STANDARD
1043.1228233805261,428.0,STANDARD,STANDARD
1296.2429556280038,823.0,ELEVATED,ELEVATED
1059.0163907921635,787.0,STANDARD,STANDARD
742.8188656369977,48.0,STANDARD,STANDARD
1050.8319023213428,471.0,STANDARD,STANDARD
1037.0108373644339,1430.0,STANDARD,STANDARD
1053.2565804221147,541.0,STANDARD,STANDARD
1055.1896003593654,2707.0,STANDARD,STANDARD
1045.7681909874161,472.0,REVIEW_CREDIT_VEHICLE,REVIEW
1040.1322500173123,956.0,STANDARD,STANDARD
727.4585757594067,221.0,STANDARD,STANDARD
1072.3540375907685,1999.0,STANDARD,STANDARD
1118.0607783121038,2485.0,STANDARD,STANDARD
1133.0029861071885,1034.0,STANDARD,STANDARD
1428.795927851786,2822.0,ELEVATED,ELEVATED
1129.0918008207857,2105.0,STANDARD,STANDARD
1037.8892834071114,684.0,STANDARD,STANDARD
1132.2748498601486,1224.0,STANDARD,STANDARD
1142.2360295506508,1304.0,STANDARD,STANDARD
1054.4372053384561,1536.0,STANDARD,STANDARD
1479.453115449474,2610.0,ELEVATED,ELEVATED
1038.6477526898143,954.0,STANDARD,STANDARD
1038.0988986257246,1069.0,STANDARD,STANDARD
1274.0226004544295,2611.0,ELEVATED,ELEVATED
1037.8897134512315,1407.0,REVIEW_SENIOR_SMOKER,REVIEW
1095.6195526836243,1001.0,STANDARD,STANDARD
1043.7362260729785,834.0,STANDARD,STANDARD
1159.378689441443,1034.0,REVIEW_CREDIT_VEHICLE,REVIEW
1053.4016005941576,293.0,STANDARD,STANDARD
1015.7173504419812,751.0,REVIEW_SENIOR_SMOKER,REVIEW
1106.837669564216,1269.0,STANDARD,STANDARD
1187.4993470916227,622.0,HIGH_RISK_RULE,REVIEW
1149.2864955517666,353.0,STANDARD,STANDARD
1058.2805674576373,1217.0,STANDARD,STANDARD
1026.849124637185,736.0,STANDARD,STANDARD
1136.7901365746432,1637.0,STANDARD,STANDARD
1295.977185313074,2120.0,ELEVATED,ELEVATED
1054.1904389172942,798.0,STANDARD,STANDARD
1068.501982284514,310.0,STANDARD,STANDARD
1056.5505157742257,186.0,STANDARD,STANDARD
1542.7032886987668,3104.0,REVIEW_SENIOR_SMOKER,REVIEW
1118.8903527731384,922.0,STANDARD,STANDARD
1123.0763754822524,486.0,STANDARD,STANDARD
1232.7487352477285,725.0,ELEVATED,ELEVATED
1139.0231521445253,772.0,STANDARD,STANDARD
1040.0853952858952,439.0,STANDARD,STANDARD
1146.0483007230928,916.0,REVIEW_CREDIT_VEHICLE,REVIEW
1068.8100637897114,1070.0,STANDARD,STANDARD
1052.5977445824547,1056.0,REVIEW_SENIOR_SMOKER,REVIEW
1375.815717393739,268.0,ELEVATED,ELEVATED
1041.8036350316202,38.0,STANDARD,STANDARD
816.0858003025122,92.0,REVIEW_SENIOR_SMOKER,REVIEW
1038.7752261736632,1333.0,STANDARD,STANDARD
737.5411578449233,659.0,STANDARD,STANDARD
1154.3815855932799,1148.0,STANDARD,STANDARD
1031.9189934297146,385.0,STANDARD,STANDARD
1049.8135801923363,313.0,STANDARD,STANDARD
1034.8579924279586,1607.0,STANDARD,STANDARD
1066.2322932954166,1033.0,STANDARD,STANDARD
1167.9177964033868,861.0,STANDARD,STANDARD
1050.9328106695289,517.0,STANDARD,STANDARD
1122.7728086091504,931.0,REVIEW_SENIOR_SMOKER,REVIEW
1175.1622192921845,1155.0,STANDARD,STANDARD
1195.8891664140583,523.0,STANDARD,STANDARD
1054.8697941347236,2539.0,STANDARD,STANDARD
1109.0653564328748,944.0,STANDARD,STANDARD
1332.3508076116434,3744.0,ELEVATED,ELEVATED
1164.7636219585838,3167.0,STANDARD,STANDARD
1151.7039226550628,1879.0,REVIEW_CREDIT_VEHICLE,REVIEW
1054.1796155499892,35.0,STANDARD,STANDARD
1145.8276326553269,659.0,STANDARD,STANDARD
1053.8567799217021,607.0,STANDARD,STANDARD
1158.918664918774,2098.0,STANDARD,STANDARD
937.7963785732888,397.0,STANDARD,STANDARD
1051.972417951465,1175.0,STANDARD,STANDARD
1035.3212215027593,1225.0,STANDARD,STANDARD
1054.8186437870154,732.0,STANDARD,STANDARD
1031.904801373377,832.0,STANDARD,STANDARD
1112.2124487530627,489.0,REVIEW_SENIOR_SMOKER,REVIEW
726.048904238268,1162.0,STANDARD,STANDARD
1173.2762928348475,1717.0,REVIEW_SENIOR_SMOKER,REVIEW
1009.9593810990722,2367.0,STANDARD,STANDARD
1136.9064955492418,242.0,STANDARD,STANDARD
1047.5734266009226,1263.0,STANDARD,STANDARD
